Subject,Type,Total Household Gifts Currency,Total Household Gifts,Due Date,Activity ID,Contact ID
? Email: Re: Are you back in town?,1 Email,HKD,265375,4/21/2017,00T9000003ZBs76,0039000000jf6Nf
? Email: Re: Are you back in town?,1 Email,HKD,265375,4/21/2017,00T9000003ZBqss,0039000000jf6Nf
? Email: Christmas Cocktail,1 Email,HKD,265375,12/6/2016,00T9000003J9MOc,0039000000jf6Nf
? Email: Fwd: Christmas Cocktail,1 Email,HKD,265375,12/6/2016,00T9000003J9OhV,0039000000jf6Nf
Box of Hope,4 Meeting,HKD,265375,11/16/2016,00T9000002rGJVQ,0039000000jf6Nf
? Email: Re: Thank You!,1 Email,HKD,265375,5/11/2017,00T9000003bk12k,0039000000jf6Nf
? Email: Re: Kindergarten Update,1 Email,HKD,265375,8/25/2016,00T90000034AJeP,0039000000jf6Nf
? Email: Jumpstart Profile,1 Email,HKD,265375,9/27/2016,00T9000003AFSAi,0039000000jf6Nf
? Email: Hello,1 Email,HKD,265375,6/3/2016,00T9000002pVhTz,0039000000jf6Nf
? Email: Re: Jumpstart Profile,1 Email,HKD,265375,9/28/2016,00T9000003AG8Kj,0039000000jf6Nf
? Email: Reminder: (Wed) Feb 22nd - ICM Education Strategy Focus Group Discussion,1 Email,HKD,265375,2/20/2017,00T9000003SNpBb,0039000000jf6Nf
? Email: Seating Arrangements & Food Preferences,1 Email,HKD,125201.85,10/20/2016,00T9000003Deh3k,0039000000jf6OF
? Email: Re: Filipina Ladies Lunch Nov 1st,1 Email,HKD,125201.85,10/25/2016,00T9000003Dg88V,0039000000jf6OF
? Email: Re: Filipina Ladies Lunch Nov 1st,1 Email,HKD,125201.85,10/25/2016,00T9000003Dg8UF,0039000000jf6OF
Dinner,4 Meeting,HKD,125201.85,10/30/2016,00T9000003EnO3c,0039000000jf6OF
? Email: Introductions,1 Email,HKD,125201.85,11/1/2016,00T9000003EnpN1,0039000000jf6OF
? Email: Hello,1 Email,HKD,125201.85,8/5/2016,00T900000312kUr,0039000000jf6OF
? Email: Re: May 6th,1 Email,HKD,125201.85,4/26/2017,00T9000003a6gNq,0039000000jf6OF
? Email: Adopt- a - Patient Update,1 Email,HKD,125201.85,12/14/2016,00T9000003KHj2j,0039000000jf6OF
? Email: Table Host Gathering for the 25th Anniversary,1 Email,HKD,125201.85,3/10/2017,00T9000003UdEPD,0039000000jf6OF
? Email: Re: Hello,1 Email,HKD,125201.85,8/8/2016,00T900000314iCt,0039000000jf6OF
? Email: Re: Banquet Update,1 Email,HKD,125201.85,9/2/2016,00T90000034DCz8,0039000000jf6OF
? Email: Re: Table Host Gathering for the 25th Anniversary,1 Email,HKD,125201.85,3/15/2017,00T9000003UgDFZ,0039000000jf6OF
? Email: ICM Banquet Next Steps,1 Email,HKD,125201.85,9/22/2016,00T9000003119Ms,0039000000jf6OF
? Email: Re: ICM Banquet Next Steps:,1 Email,HKD,125201.85,9/28/2016,00T9000003AG980,0039000000jf6OF
? Email: Re: ICM Banquet Next Steps:,1 Email,HKD,125201.85,9/28/2016,00T9000003AGAEN,0039000000jf6OF
? Email: Re: Banquet Reminders,1 Email,HKD,125201.85,10/12/2016,00T9000003BpbcA,0039000000jf6OF
? Email: Re: Banquet Reminders,1 Email,HKD,125201.85,10/12/2016,00T9000003Bpi3Y,0039000000jf6OF
? Email: Banquet Reminders,1 Email,HKD,125201.85,10/11/2016,00T9000003Bp4no,0039000000jf6OF
? Email: Updates + Choir Housing?,1 Email,HKD,125201.85,10/13/2016,00T9000003BqFvu,0039000000jf6OF
? Email: Re: Updates + Choir Housing?,1 Email,HKD,125201.85,10/17/2016,00T9000003BrWXI,0039000000jf6OF
? Email: Re: Banquet Reminders,1 Email,HKD,125201.85,10/17/2016,00T9000003BrVBB,0039000000jf6OF
? Email: Re: Banquet Reminders,1 Email,HKD,125201.85,10/17/2016,00T9000003BrOn9,0039000000jf6OF
? Email: Re: Banquet Reminders,1 Email,HKD,125201.85,10/17/2016,00T9000003BrSKV,0039000000jf6OF
? Email: Post- Banquet Luncheon Invite,1 Email,HKD,125201.85,10/19/2016,00T9000003Ddb64,0039000000jf6OF
Income Received - Thank you,1 Email,HKD,125201.85,7/15/2016,00T9000002tBZwQ,0039000000jf6OF
? Email: Re: Invitation: Meeting with ICM Team @ Tue 21 Jun 2016 4:30am - 5:30am (morenoyau@gmail.com),1 Email,HKD,125201.85,6/20/2016,00T9000002rIEla,0039000000jf6OF
? Email: Re: Meeting 21/6 @ 12:30pm in your office,1 Email,HKD,125201.85,6/20/2016,00T9000002rIEHp,0039000000jf6OF
? Email: Re: Meeting 21/6 @ 12:30pm in your office,1 Email,HKD,125201.85,6/20/2016,00T9000002rIEIi,0039000000jf6OF
? Email: Re: Meeting 21/6 @ 12:30pm in your office,1 Email,HKD,125201.85,6/20/2016,00T9000002rIDkq,0039000000jf6OF
? Email: Re: Invitation: Meeting with ICM Team @ Tue 21 Jun 2016 4:30am - 5:30am (morenoyau@gmail.com),1 Email,HKD,125201.85,6/20/2016,00T9000002rIEmr,0039000000jf6OF
? Email: ICM vision trip and Celeste's internship,1 Email,HKD,125201.85,6/21/2016,00T9000002t85SN,0039000000jf6OF
? Email: Re: ICM vision trip and Celeste's internship,1 Email,HKD,125201.85,6/27/2016,00T9000002tA2cC,0039000000jf6OF
? Email: Re: Celeste's phone no. and last day,1 Email,HKD,125201.85,8/26/2016,00T90000034At5O,0039000000jf6OF
? Email: Re: Celeste's phone no. and last day,1 Email,HKD,125201.85,9/2/2016,00T90000034DI9a,0039000000jf6OF
? Email: Re: Pleasure to meet you,1 Email,HKD,125201.85,6/1/2016,00T9000002pUdoo,0039000000jf6OF
Email: Wonderful to meet you,1 Email,HKD,125201.85,6/21/2016,00T9000002t7yHK,0039000000jf6OF
? Email: Thank you!,1 Email,HKD,40000,10/26/2016,00T9000003Dgimi,0039000001Z6COR
? Email: Re: See you late!,1 Email,HKD,40000,11/10/2016,00T9000003GQ2U7,0039000001Z6COR
? Email: Re: See you late!,1 Email,HKD,40000,11/10/2016,00T9000003GQ2Xa,0039000001Z6COR
? Email: Re: Introduction - ICM trips,1 Email,HKD,40000,11/10/2016,00T9000003GQ5jN,0039000001Z6COR
Meeting,4 Meeting,HKD,40000,11/7/2016,00T9000003EpzOU,0039000001Z6COR
? Email: Re: Lunch - June/ Jocelyn,1 Email,HKD,40000,11/2/2016,00T9000003EoKzP,0039000001Z6COR
? Email: Adopt A Patient Update,1 Email,HKD,40000,12/10/2016,00T9000003KGQgq,0039000001Z6COR
? Email: ICM Christmas Cocktail - Dec 7,1 Email,HKD,40000,12/3/2016,00T9000003J8X8X,0039000001Z6COR
? Email: Adopt-A-Patient Update,1 Email,HKD,40000,3/27/2017,00T9000003WE2PF,0039000001Z6COR
? Email: Fwd: Adopt-A-Patient Update,1 Email,HKD,40000,3/27/2017,00T9000003WE2QO,0039000001Z6COR
? Email: Fwd: Surgical Mission in Dipolog,1 Email,HKD,40000,2/8/2017,00T9000003QVbJL,0039000001Z6COR
Email: Re: Would you have time to briefly meet?,1 Email,HKD,993810,8/8/2016,00T900000314e6O,0039000000FkYGi
Email: Would you have time to briefly meet?,1 Email,HKD,993810,6/2/2016,00T9000002pV4fK,0039000000FkYGi
Email: Re: Would you have time to briefly meet?,1 Email,HKD,993810,9/2/2016,00T90000034DBXn,0039000000FkYGi
2015 B3 Success Stories Special Report,1 Email,HKD,0,9/6/2016,00T90000031585v,0039000001zESRO
12 TY cards and photo magnets,2 Mail,HKD,0,9/6/2016,00T9000002nhfiR,0039000001zESRO
Email: Re: [New post] New Ways to Ensure Her Children?s Education,1 Email,HKD,0,9/20/2016,00T90000038VGli,0039000001zESRO
Email: An update from the Philippines,1 Email,HKD,0,11/8/2016,00T9000003GP2pC,0039000001zESRO
Email: Re: [New post] New Ways to Ensure Her Children?s Education,1 Email,HKD,0,8/2/2016,00T90000030LFkD,0039000001zESRO
Email: Re: [New post] New Ways to Ensure Her Children?s Education,1 Email,HKD,0,9/4/2016,00T90000034DTyE,0039000001zESRO
? Email: Connecting,1 Email,HKD,66660,8/10/2016,00T900000315uLt,0039000000x3QNu
? Email: Come join us on Dec 1,1 Email,HKD,66660,11/21/2016,00T9000003HUyvZ,0039000000x3QNu
? Email: Invitation to ICM's annual banquet: Oct 24,1 Email,HKD,66660,9/20/2016,00T90000038V8cm,0039000000x3QNu
? Email: Re: Save the date - ICM Annual Banquet: October 24,1 Email,HKD,66660,10/6/2016,00T9000003AJ9NF,0039000000x3QNu
? Email: Come and join me on Dec 1!,1 Email,HKD,0,11/21/2016,00T9000003HUzgz,0039000001rM7h0
? Email: Inviting you to ICM Annual Banquet - Oct 24,1 Email,HKD,0,8/31/2016,00T90000034CEH9,0039000001rM7h0
? Email: Fwd: Thank you!!,1 Email,HKD,0,9/1/2016,00T90000034Cfm2,0039000001rM7h0
? Email: 2016 ICM Annual Banquet - Oct 24,1 Email,HKD,0,8/31/2016,00T90000034CDLH,0039000001rPcyJ
? Email: Connecting,1 Email,HKD,49000,8/10/2016,00T900000315vIy,0039000000PFR5f
? Email: Re: Connecting,1 Email,HKD,49000,8/12/2016,00T90000032GQ1q,0039000000PFR5f
? Email: Re: Connecting,1 Email,HKD,49000,8/12/2016,00T90000032GQ6W,0039000000PFR5f
? Email: Re: Connecting,1 Email,HKD,49000,8/12/2016,00T90000032GPup,0039000000PFR5f
TF15 B3 TY cards and photo magnets,0 Other,HKD,49000,6/3/2016,00T9000002nhg43,0039000000PFR5f
"? Email: Save the date: October 24, 2016 - ICM Annual Banquet",1 Email,HKD,55600,8/30/2016,00T90000034Bmcr,0039000001Hj3XA
? Email: Re: soccer,1 Email,HKD,55600,9/2/2016,00T90000034D7OY,0039000001Hj3XA
Email: ICM Banquet is coming up!,1 Email,HKD,24500,9/23/2016,00T900000311wCi,0039000000x306g
Email: ICM - FOHKC Check acknowledgement,1 Email,HKD,24500,10/28/2016,00T9000003En2Lj,0039000000x306g
? Email: Save the date - ICM Annual Banquet: October 24,1 Email,HKD,3162.25,8/25/2016,00T90000034AOcI,0039000001h6AMv
Banquet,6 Event,HKD,3162.25,10/31/2016,00T9000002nh3CT,0039000001h6AMv
Pre-banquet meeting,4 Meeting,HKD,20600,10/23/2016,00T9000003Dgota,003900000230tSV
? Email: Re: ICM banquet thanks,1 Email,HKD,20600,10/26/2016,00T9000003Dgg7f,003900000230tSV
? Email: ICM banquet thanks,1 Email,HKD,20600,10/25/2016,00T9000003Dg4Oi,003900000230tSV
? Email: ICM communities starting in June,1 Email,HKD,20600,5/11/2017,00T9000003bkWhV,003900000230tSV
? Email: Re: Lunch at Union with ICM pastors,1 Email,HKD,20600,11/30/2016,00T9000003J72Va,003900000230tSV
? Email: Lunch at Union with ICM pastors,1 Email,HKD,20600,11/30/2016,00T9000003J6wRw,003900000230tSV
? Email: ICM Transform catch up,1 Email,HKD,20600,3/3/2017,00T9000003Tnseo,003900000230tSV
? Email: ICM Pastors lunch at Union next week,1 Email,HKD,20600,1/17/2017,00T9000003O4Gdl,003900000230tSV
? Email: SALT ~ ICM ~ Night of Prayer,1 Email,HKD,20600,1/11/2017,00T9000003N93Lv,003900000230tSV
? Email: Re: Lunch at Union with ICM pastors,1 Email,HKD,20600,12/1/2016,00T9000003J7ZkG,003900000230tSV
? Email: Re: Thank you!,1 Email,HKD,20600,1/25/2017,00T9000003P1nIk,003900000230tSV
Transform catch up,4 Meeting,HKD,20600,3/22/2017,00T9000003VTXlB,003900000230tSV
? Email: Pls read: April 1-4 Skip A Trip meeting,1 Email,HKD,0,3/13/2017,00T9000003Ue8JA,00390000027Ej1t
? Email: Re: Pls read: April 1-4 Skip A Trip meeting,1 Email,HKD,0,3/18/2017,00T9000003VSTcR,00390000027Ej1t
Email: Fwd: 170402 - CMF SKIP A TRIP - Expense Report,1 Email,HKD,0,3/9/2017,00T9000003UcMls,00390000027Ej1t
Email: Fwd: 170402 - CMF SAT - ETICKET,1 Email,HKD,0,3/27/2017,00T9000003WEJa1,00390000027Ej1t
? Email: See you next Monday!,1 Email,HKD,2000,10/21/2016,00T9000003Df6Jv,00390000021ZY9J
? Email: Re: Thank you for helping Hope to Shine Through!,1 Email,HKD,2000,10/26/2016,00T9000003DgqQ7,00390000021ZY9J
? Email: ICM pre-banquet information - Oct 24 Monday,1 Email,HKD,2000,9/29/2016,00T9000003AGgGL,00390000021ZY9J
? Email: Re: ICM pre-banquet information - Oct 24 Monday,1 Email,HKD,2000,9/30/2016,00T9000003AHC9E,00390000021ZY9J
"? Email: ICM Banquet One Week Away! - Oct 24, Monday",1 Email,HKD,2000,10/18/2016,00T9000003Breei,00390000021ZY9J
? Email: Re: Thank You + Connecting,1 Email,HKD,81630,10/28/2016,00T9000003En17R,0039000000x3Qef
? Email: Thank You + Connecting,1 Email,HKD,81630,10/28/2016,00T9000003Emv4e,0039000000x3Qef
? Email: Re: Following Up,1 Email,HKD,81630,5/11/2017,00T9000003bkPo0,0039000000x3Qef
Email: ICM Banquet - Oct 24,1 Email,HKD,120600,8/24/2016,00T900000349s5i,0039000000H5OIA
? Email: Re: ICM Banquet - Oct 24,1 Email,HKD,120600,8/31/2016,00T90000034C7FM,0039000000H5OIA
? Email: Luncheon - Oct 25th,1 Email,HKD,120600,10/19/2016,00T9000003Ddaoj,0039000000H5OIA
2015 B3 Success Stories,0 Other,HKD,238605.73,8/31/2016,00T90000031584d,0039000000x3Qd8
TF15 B3 TY cards and photo magnets,0 Other,HKD,238605.73,6/3/2016,00T9000002nhfs2,0039000000x3Qd8
Email: ICM - FOHKC Check acknowledgement,1 Email,HKD,238605.73,10/28/2016,00T9000003En2Nz,0039000000x3Qd8
B2 2015-16 Success Stories,4 Meeting,HKD,67295,6/1/2016,00T9000002nfkZa,0039000000H5OJa
? Email: See you next Monday!,1 Email,HKD,67295,10/21/2016,00T9000003Df6Gm,0039000000H5OJb
"? Email: Re: Invitation to ICM Annual banquet: Oct 24, 2016",1 Email,HKD,67295,9/13/2016,00T90000036Ywph,0039000000H5OJb
? Email: Re: ICM Prayers Night with Pastors - Jan 25 @7PM,1 Email,HKD,67295,1/25/2017,00T9000003P1n0H,0039000000H5OJb
? Email: ICM Prayers Night with Pastors - Jan 25 @7PM,1 Email,HKD,67295,1/9/2017,00T9000003N7hQU,0039000000H5OJb
"? Email: Invitation to ICM Annual banquet: Oct 24, 2016",1 Email,HKD,67295,9/12/2016,00T90000036Yh0x,0039000000H5OJb
? Email: Pre-Banquet Information,1 Email,HKD,67295,9/23/2016,00T900000311uym,0039000000H5OJb
? Email: Re: Pre-Banquet Information,1 Email,HKD,67295,9/29/2016,00T9000003AGa4O,0039000000H5OJb
? Email: Re: ICM Banquet - Guests Registration,1 Email,HKD,67295,10/14/2016,00T9000003Bqeq0,0039000000H5OJb
? Email: Re: ICM Banquet - Guests Registration,1 Email,HKD,67295,10/17/2016,00T9000003BrTPE,0039000000H5OJb
? Email: ICM Banquet One Week Away - seating arrangement,1 Email,HKD,67295,10/17/2016,00T9000003Brdki,0039000000H5OJb
? Email: Re: ICM Banquet One Week Away - seating arrangement,1 Email,HKD,67295,10/17/2016,00T9000003Brdtf,0039000000H5OJb
? Email: Re: ICM Banquet - Guests Registration,1 Email,HKD,67295,10/17/2016,00T9000003BrVJA,0039000000H5OJb
? Email: Re: ICM Banquet - Guests Registration,1 Email,HKD,67295,10/17/2016,00T9000003BrVQ1,0039000000H5OJb
? Email: Re: ICM Prayers Night with Pastors - Jan 25 @7PM,1 Email,HKD,67295,1/26/2017,00T9000003P2MJ3,0039000000H5OJb
? Email: Re: ICM Banquet - Guests Registration,1 Email,HKD,67295,10/19/2016,00T9000003DdQWp,0039000000H5OJb
B2 2015-16 Success Stories,4 Meeting,HKD,67295,6/1/2016,00T9000002nfhQo,0039000000H5OJb
Intro meeting,4 Meeting,HKD,1030,3/5/2017,00T9000003T2iQL,0039000001A0tus
"? Email: Fwd: Fw: Bank of America Merrill Lynch Grant Application - DUE JUNE 2, 2017",1 Email,HKD,1030,4/28/2017,00T9000003a9Ljk,0039000001A0tus
? Email: A favour for the ICM banquet :),1 Email,HKD,1030,4/25/2017,00T9000003a65Nc,0039000001A0tus
"? Email: Re: Fw: Bank of America Merrill Lynch Grant Application - DUE JUNE 2, 2017",1 Email,HKD,1030,5/8/2017,00T9000003axrka,0039000001A0tus
"? Email: Re: Fw: Bank of America Merrill Lynch Grant Application - DUE JUNE 2, 2017",1 Email,HKD,1030,5/8/2017,00T9000003axrcU,0039000001A0tus
Email Greetings,1 Email,HKD,64500,7/15/2016,00T9000002eJ0bc,0039000000H5OIp
? Email: Hello!,1 Email,HKD,22468,6/2/2016,00T9000002pV38g,0039000000H5OJR
? Email: Re: Fw: CE for Chi Heng Foundation,1 Email,HKD,34500,9/29/2016,00T9000003AGbX8,0039000000H5OIt
Email: ICM Banquet - Auction Booklet,1 Email,HKD,257258,10/21/2016,00T9000003Df70S,0039000000EfOLJ
? Email: Thank you!,1 Email,HKD,257258,10/26/2016,00T9000003DgihW,0039000000EfOLJ
Email: Success stories from Transform,1 Email,HKD,257258,7/28/2016,00T9000002yV1FC,0039000000EfOLJ
? Email: Success stories from Transform,1 Email,HKD,257258,7/28/2016,00T9000002yV1Cw,0039000000EfOLJ
? Email: Score for the Poor - REMATCH REQUESTED!,1 Email,HKD,257258,1/11/2017,00T9000003N8vR2,0039000000EfOLJ
Email: RE: Old Dart,1 Email,HKD,0,4/14/2017,00T9000003YWfTT,0039000000H5OJC
Email: RE: Introduction,1 Email,HKD,0,9/13/2016,00T90000036Z9e3,0039000000H5OJC
? Email: ICM's new education program - Family Academy,1 Email,HKD,65500,3/14/2017,00T9000003UemTu,0039000001tod1T
? Email: Fwd: Jumpstart Review Meeting,1 Email,HKD,65500,2/8/2017,00T9000003QVhqf,0039000001tod1T
? Email: Re: RE: Korea Impact Opportunity,1 Email,HKD,65500,3/6/2017,00T9000003TollD,0039000001tod1T
? Email: Re: Fwd: Jumpstart Review Meeting,1 Email,HKD,65500,2/13/2017,00T9000003RMwhE,0039000001tod1T
? Email: Prayer Night Invitation,1 Email,HKD,35500,1/10/2017,00T9000003N8I1e,0039000000H5OIZ
? Email: Thank You,1 Email,HKD,35500,10/28/2016,00T9000003EmvjN,0039000000H5OIZ
? Email: Thank You,1 Email,HKD,35500,10/28/2016,00T9000003Emvfb,0039000000H5OIZ
? Email: How can ICM serve you better?,1 Email,HKD,35500,7/14/2016,00T9000002wWmiB,0039000000H5OIZ
? Email: ICM developments and banquet 2017,1 Email,HKD,165741.3,5/11/2017,00T9000003bkZRO,0039000000H5OJ3
? Email: Connecting,1 Email,HKD,165741.3,9/13/2016,00T90000036YyQA,0039000000H5OJ3
? Email: Prayer Night Invitation,1 Email,HKD,165741.3,1/10/2017,00T9000003N8I1e,0039000000H5OJ3
Schedule Meeting,3 Call,HKD,165741.3,9/8/2016,00T90000036Wbka,0039000000H5OJ3
Income Received - Thank you,1 Email,HKD,490400,8/19/2016,00T90000032Hxgt,0039000000H5OJ5
? Email: Re: ICM One Week Away - confirming seating plans,1 Email,HKD,490400,10/20/2016,00T9000003DedKp,0039000000H5OJ5
? Email: See you next Monday!,1 Email,HKD,490400,10/21/2016,00T9000003Df6IT,0039000000H5OJ5
Email: Thank you,1 Email,HKD,490400,10/25/2016,00T9000003Dg7Gm,0039000000H5OJ5
? Email: Re: Thank you,1 Email,HKD,490400,10/26/2016,00T9000003DgkLD,0039000000H5OJ5
? Email: Time to catch up?,1 Email,HKD,490400,2/21/2017,00T9000003SOfUT,0039000000H5OJ5
? Email: Thank you!,1 Email,HKD,490400,11/15/2016,00T9000003GRcq2,0039000000H5OJ5
? Email: Jumpstart Kindergarten Payment and Banquet invitation,1 Email,HKD,490400,8/11/2016,00T900000316Ucb,0039000000H5OJ5
? Email: ICM Prayer Night with pastors - Jan 25th,1 Email,HKD,490400,1/10/2017,00T9000003N8HIw,0039000000H5OJ5
? Email: Re: Time to catch up?,1 Email,HKD,490400,3/8/2017,00T9000003TqpHq,0039000000H5OJ5
? Email: Family Academy Invoice & Table Host Gathering,1 Email,HKD,490400,4/26/2017,00T9000003a6Yyr,0039000000H5OJ5
? Email: Re: Thank you!,1 Email,HKD,490400,6/7/2016,00T9000002pWr59,0039000000H5OJ5
"? Email: ICM Banquet - Oct 24, Monday",1 Email,HKD,490400,6/2/2016,00T9000002pV1cV,0039000000H5OJ5
? Email: Re: Family Academy Invoice & Table Host Gathering,1 Email,HKD,490400,5/8/2017,00T9000003axiAN,0039000000H5OJ5
? Email: ICM's new educational program - Family Academy,1 Email,HKD,490400,3/17/2017,00T9000003VSF88,0039000000H5OJ5
? Email: Re: ICM's new educational program - Family Academy,1 Email,HKD,490400,3/20/2017,00T9000003VSrHc,0039000000H5OJ5
? Email: One more from us - ICM Banquet!,1 Email,HKD,490400,3/20/2017,00T9000003VTBdH,0039000000H5OJ5
? Email: Pre-banquet information and Invitation,1 Email,HKD,490400,9/22/2016,00T900000311ABb,0039000000H5OJ5
? Email: Re: Pre-banquet information and Invitation,1 Email,HKD,490400,9/22/2016,00T900000311AbK,0039000000H5OJ5
? Email: Manuel and Concordia Chu Kindergarten Profile,1 Email,HKD,490400,9/28/2016,00T9000003AG0EH,0039000000H5OJ5
? Email: ICM One Week Away - confirming seating plans,1 Email,HKD,490400,10/17/2016,00T9000003BrZd5,0039000000H5OJ5
? Email: Re: ICM Prayer Night with pastors - Jan 25th,1 Email,HKD,490400,1/26/2017,00T9000003P2Lsp,0039000000H5OJ5
? Email: Re: ICM One Week Away - confirming seating plans,1 Email,HKD,490400,10/18/2016,00T9000003Dd58q,0039000000H5OJ5
? Email: Re: Thank you,1 Email,HKD,490400,10/25/2016,00T9000003Dg8Xi,0039000000H5OJ5
? Email: Fwd: Kids Camp is coming up soon!,1 Email,HKD,490400,2/6/2017,00T9000003QUIEo,0039000000H5OJ5
? Email: Re: See you Wednesday!,1 Email,HKD,490400,12/7/2016,00T9000003J9wTy,0039000000H5OJ5
Email: Re: ICM Internship April 20 - May 20,1 Email,HKD,490400,4/18/2017,00T9000003Z9dXR,0039000000H5OJ5
? Email: Re: ICM unpaid internship,1 Email,HKD,490400,4/11/2017,00T9000003YUKck,0039000000H5OJ5
? Email: Re: ICM unpaid internship,1 Email,HKD,490400,4/11/2017,00T9000003YUQWb,0039000000H5OJ5
? Email: Re: Affordable HeART - Artist Details,1 Email,HKD,0,11/25/2016,00T9000003HWmep,0039000000H5OIS
? Email: Re: Affordable HeART: Online Catalog Details Launching TOM Dec 15,1 Email,HKD,0,12/15/2016,00T9000003KI3o3,0039000000H5OIS
2015 B3 Success Stories,0 Other,HKD,62500,8/31/2016,00T9000003158UW,0039000001rM9Xz
TF15 B3 TY cards and photo magnets,4 Meeting,HKD,62500,8/1/2016,00T9000002nhg5L,0039000001rM9Xz
Email: Thank you,1 Email,HKD,62500,3/14/2017,00T9000003UegWX,0039000001rM9Xz
"? Email: Re: This is lovely and encouraging, let's be praying for IVY!",1 Email,HKD,14370,3/23/2017,00T9000003WBrUL,0039000001LEuB9
? Email: Re: ICM Banquet Details,1 Email,HKD,14370,10/26/2016,00T9000003DggyP,0039000001LEuB9
? Email: Re: ICM Annual Banquet Details,1 Email,HKD,14370,6/22/2016,00T9000002t8VJk,0039000001LEuB9
? Email: Re: ICM Annual Banquet Details,1 Email,HKD,14370,6/21/2016,00T9000002t7rZc,0039000001LEuB9
? Email: Re: ICM Annual Banquet Details,1 Email,HKD,14370,6/21/2016,00T9000002t7ra6,0039000001LEuB9
? Email: Thank You + Your Official Donation Receipt from ICM,1 Email,HKD,14370,6/28/2016,00T9000002tAx1E,0039000001LEuB9
? Email: Re: cn 120.000HK$ donation,1 Email,HKD,14370,11/22/2016,00T9000003HVJS5,0039000001LEuB9
? Email: Re: Connecting + Donation Instructions,1 Email,HKD,14370,12/14/2016,00T9000003KHbwg,0039000001LEuB9
? Email: Fwd: Connecting + Donation Instructions,1 Email,HKD,14370,12/7/2016,00T9000003J9tp2,0039000001LEuB9
? Email: Re: Connecting + Donation Instructions,1 Email,HKD,14370,12/6/2016,00T9000003J9N8H,0039000001LEuB9
? Email: Re: Connecting + Donation Instructions,1 Email,HKD,14370,12/6/2016,00T9000003J9NLN,0039000001LEuB9
? Email: Re: Following Up,1 Email,HKD,14370,5/11/2017,00T9000003bkPo0,0039000001LEuB9
? Email: Re: Payment for ICM tickets,1 Email,HKD,14370,9/7/2016,00T90000036X2Bw,0039000001LEuB9
? Email: Re: Payment for ICM tickets,1 Email,HKD,14370,9/7/2016,00T90000036XDRD,0039000001LEuB9
Email: Returned cheque,1 Email,HKD,14370,3/27/2017,00T9000003WDvWV,0039000001LEuB9
? Email: Re: Choir Update,1 Email,HKD,14370,7/12/2016,00T9000002wVgUO,0039000001LEuB9
"? Email: Re: Donation to International Care Ministries, Ltd. April 2016 (0010023-0025237)",1 Email,HKD,14370,8/11/2016,00T900000316THr,0039000001LEuB9
? Email: Re: Need tax receipts please! (Thank you!),1 Email,HKD,14370,7/12/2016,00T9000002wVly3,0039000001LEuB9
? Email: Re: Donor Development,1 Email,HKD,14370,8/19/2016,00T90000032JEyN,0039000001LEuB9
